employee_id,department_name,management_tier,job_title,base_salary,performance_rating,tenure_years,age,gender,ethnicity,hire_date,termination_date,engagement_score,manager_satisfaction,work_life_balance_score,is_attrition,comp_ratio,tenure_cohort,flight_risk_flag
4217,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,79030.6,4,4.76,33,Other,African American,2021-11-13,,8.0,6.0,5.0,0,1.101,3+ Years (Tenured),0
850,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,82817.34,4,0.28,52,Non-Binary,Hispanic,2026-05-04,,8.0,7.0,9.0,0,1.153,0-1 Year (Onboarding),0
866,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,78193.24,2,3.28,41,Non-Binary,African American,2023-05-07,,6.0,7.0,9.99,0,1.089,3+ Years (Tenured),0
2045,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,81502.03,3,2.4,53,Male,Hispanic,2023-09-24,2026-02-17,8.0,7.0,6.0,1,1.135,1-3 Years (Mid-Tenure),0
1692,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,72093.87,4,0.11,51,Female,Hispanic,2026-07-05,,6.0,5.0,5.0,0,1.004,0-1 Year (Onboarding),0
3240,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,72829.25,3,2.82,46,Non-Binary,African American,2023-10-22,,7.0,5.0,1.0,0,1.014,1-3 Years (Mid-Tenure),0
4247,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,73214.7,3,2.78,34,Male,Caucasian,2023-09-12,2026-06-22,7.0,9.99,4.0,1,1.02,1-3 Years (Mid-Tenure),0
739,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,82834.74,3,2.84,42,Other,Hispanic,2023-10-15,,7.0,2.0,3.0,0,1.154,1-3 Years (Mid-Tenure),0
2900,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,73254.73,3,0.32,29,Male,African American,2026-04-22,,9.99,9.99,9.0,0,1.02,0-1 Year (Onboarding),0
1395,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,60613.41,3,4.38,42,Male,Asian,2022-04-01,,8.0,8.0,9.99,0,0.844,3+ Years (Tenured),0
1699,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,65254.81,5,0.71,58,Non-Binary,African American,2025-11-30,,9.0,8.0,5.0,0,0.909,0-1 Year (Onboarding),0
1216,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,63998.18,1,3.53,46,Other,Caucasian,2021-07-11,2025-01-21,6.0,2.0,9.99,1,0.891,3+ Years (Tenured),0
3563,Facilities,Supervisor/Lead,Supervisor/Lead - Facilities,74113.83,3,5.03,23,Other,,2021-08-04,,6.0,9.0,7.0,0,1.032,3+ Years (Tenured),0
1829,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,71008.69,3,2.64,44,Male,Asian,2023-12-26,,8.0,5.0,6.0,0,0.916,1-3 Years (Mid-Tenure),0
4236,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,94999.93,4,3.35,23,Male,Caucasian,2023-04-11,,7.0,9.0,6.0,0,1.226,3+ Years (Tenured),0
1989,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,67504.8,4,0.41,52,Other,Hispanic,2026-03-17,,6.0,3.0,6.0,0,0.871,0-1 Year (Onboarding),0
1144,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,81555.67,4,4.99,36,Female,Hispanic,2021-08-21,,6.0,6.0,3.0,0,1.052,3+ Years (Tenured),0
4347,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,67412.68,2,2.36,39,Non-Binary,African American,2023-07-08,2025-11-17,6.0,6.0,5.0,1,0.87,1-3 Years (Mid-Tenure),0
628,Corporate Strategy,Assistant Manager,Assistant Manager - Corporate Strategy,82473.84,3,0.47,53,Other,Caucasian,2026-02-24,,4.0,5.0,5.0,0,1.064,0-1 Year (Onboarding),0
4453,Corporate Strategy,Associate,Associate - Corporate Strategy,66934.54,2,1.19,46,Male,Hispanic,2025-06-08,,3.0,2.0,1.0,0,1.185,1-3 Years (Mid-Tenure),0
4444,Corporate Strategy,Associate,Associate - Corporate Strategy,64013.1,4,4.93,52,Female,African American,2021-09-11,,8.0,5.0,9.99,0,1.133,3+ Years (Tenured),0
2124,Corporate Strategy,Associate,Associate - Corporate Strategy,50294.95,3,2.01,25,Non-Binary,African American,2024-08-11,,5.0,1.0,1.0,0,0.89,1-3 Years (Mid-Tenure),0
597,Corporate Strategy,Associate,Associate - Corporate Strategy,67228.95,4,4.6,35,Male,Asian,2022-01-08,,6.0,4.0,2.0,0,1.19,3+ Years (Tenured),0
1907,Corporate Strategy,Associate,Associate - Corporate Strategy,64361.23,4,1.1,46,Male,African American,2025-07-10,,7.0,9.0,5.0,0,1.139,1-3 Years (Mid-Tenure),0
1675,Corporate Strategy,Associate,Associate - Corporate Strategy,43318.38,3,4.38,48,Other,Hispanic,2022-03-30,,1.0,1.0,8.0,0,0.767,3+ Years (Tenured),0
586,Corporate Strategy,Associate,Associate - Corporate Strategy,63199.46,3,1.47,39,Non-Binary,African American,2023-11-09,2025-04-30,9.99,4.0,5.0,1,1.119,1-3 Years (Mid-Tenure),0
3796,Corporate Strategy,Associate,Associate - Corporate Strategy,60836.84,5,4.93,24,Other,Asian,2021-09-11,,4.0,1.0,5.0,0,1.077,3+ Years (Tenured),1
275,Corporate Strategy,Associate,Associate - Corporate Strategy,49715.83,2,0.64,25,Male,Asian,2024-11-10,2025-07-01,6.0,5.0,5.0,1,0.88,0-1 Year (Onboarding),0
3996,Corporate Strategy,Associate,Associate - Corporate Strategy,40604.91,4,0.59,55,Female,Two or More,2023-10-26,2024-05-30,6.0,9.99,7.0,1,0.719,0-1 Year (Onboarding),0
101,Corporate Strategy,Associate,Associate - Corporate Strategy,43039.16,3,3.66,26,Female,Asian,2022-12-17,,9.0,5.0,4.0,0,0.762,3+ Years (Tenured),0
3958,Corporate Strategy,Associate,Associate - Corporate Strategy,52202.68,5,1.02,25,,Caucasian,2025-08-08,,7.0,8.0,1.0,0,0.924,1-3 Years (Mid-Tenure),0
3991,Corporate Strategy,Associate,Associate - Corporate Strategy,42848.93,5,4.03,21,Other,African American,2022-08-04,,7.0,7.0,5.0,0,0.759,3+ Years (Tenured),0
502,Corporate Strategy,Associate,Associate - Corporate Strategy,59144.29,4,0.49,43,,Asian,2026-02-18,,6.0,4.0,9.0,0,1.047,0-1 Year (Onboarding),0
2117,Corporate Strategy,Associate,Associate - Corporate Strategy,48920.35,2,0.2,40,Male,African American,2026-06-02,,6.0,5.0,5.0,0,0.866,0-1 Year (Onboarding),0
4043,Corporate Strategy,Associate,Associate - Corporate Strategy,57299.51,2,3.46,47,Female,Asian,2023-03-02,,1.0,5.0,8.0,0,1.014,3+ Years (Tenured),0
1572,Corporate Strategy,Associate,Associate - Corporate Strategy,67138.12,4,3.68,39,Male,African American,2022-12-12,,5.0,5.0,1.0,0,1.189,3+ Years (Tenured),0
2133,Corporate Strategy,Associate,Associate - Corporate Strategy,54904.76,4,0.56,43,Male,Caucasian,2026-01-23,,7.0,6.0,9.0,0,0.972,0-1 Year (Onboarding),0
868,Corporate Strategy,Associate,Associate - Corporate Strategy,41836.62,3,0.82,41,Male,Hispanic,2025-10-21,,1.0,2.0,2.0,0,0.741,0-1 Year (Onboarding),0
1423,Corporate Strategy,Associate,Associate - Corporate Strategy,44585.53,4,0.94,31,Male,Hispanic,2025-09-06,,6.0,8.0,2.0,0,0.789,0-1 Year (Onboarding),0
3080,Corporate Strategy,Associate,Associate - Corporate Strategy,50352.65,3,2.76,27,Male,Asian,2023-11-10,,8.0,5.0,4.0,0,0.891,1-3 Years (Mid-Tenure),0
2053,Corporate Strategy,Associate,Associate - Corporate Strategy,44265.16,3,4.85,54,Other,Hispanic,2021-10-08,,7.0,4.0,5.0,0,0.784,3+ Years (Tenured),0
1933,Corporate Strategy,Associate,Associate - Corporate Strategy,54266.68,4,2.35,30,Other,Caucasian,2023-03-18,2025-07-24,9.99,8.0,9.99,1,0.961,1-3 Years (Mid-Tenure),0
2135,Corporate Strategy,Associate,Associate - Corporate Strategy,64830.82,3,1.98,43,Female,African American,2024-01-13,2026-01-05,4.0,7.0,4.0,1,1.148,1-3 Years (Mid-Tenure),0
518,Corporate Strategy,Associate,Associate - Corporate Strategy,63380.03,1,4.49,39,Female,Caucasian,2022-02-17,,7.0,3.0,7.0,0,1.122,3+ Years (Tenured),0
1697,Corporate Strategy,Associate,Associate - Corporate Strategy,46508.92,3,4.45,27,Non-Binary,African American,2022-03-03,,9.99,4.0,6.0,0,0.823,3+ Years (Tenured),0
626,Corporate Strategy,Associate,Associate - Corporate Strategy,69327.49,4,1.85,46,Male,Two or More,2024-05-03,2026-03-10,6.0,2.0,1.0,1,1.227,1-3 Years (Mid-Tenure),0
3208,Corporate Strategy,Associate,Associate - Corporate Strategy,71438.51,3,3.37,51,Female,Asian,2023-04-02,,7.0,5.0,5.0,0,1.265,3+ Years (Tenured),0
1925,Corporate Strategy,Associate,Associate - Corporate Strategy,51032.66,4,1.89,21,Male,Two or More,2024-09-23,,2.0,6.0,2.0,0,0.903,1-3 Years (Mid-Tenure),1
2068,Corporate Strategy,Associate,Associate - Corporate Strategy,53004.94,3,5.11,38,Female,Asian,2021-07-06,,5.0,2.0,4.0,0,0.938,3+ Years (Tenured),0
1920,Corporate Strategy,Associate,Associate - Corporate Strategy,47599.19,5,1.44,48,Other,Caucasian,2025-03-07,,4.0,5.0,2.0,0,0.843,1-3 Years (Mid-Tenure),1
4418,Corporate Strategy,Associate,Associate - Corporate Strategy,68286.88,3,1.95,21,Male,Asian,2024-09-01,,4.0,5.0,6.0,0,1.209,1-3 Years (Mid-Tenure),0
3970,Corporate Strategy,Associate,Associate - Corporate Strategy,62951.38,1,2.46,38,Male,African American,2024-03-01,,8.0,1.0,3.0,0,1.114,1-3 Years (Mid-Tenure),0
4442,Corporate Strategy,Associate,Associate - Corporate Strategy,61021.8,3,1.13,59,Male,Hispanic,2025-06-30,,9.0,5.0,3.0,0,1.08,1-3 Years (Mid-Tenure),0
1802,Corporate Strategy,Associate,Associate - Corporate Strategy,67160.11,3,1.4,28,Female,Asian,2023-05-14,2024-10-05,4.0,6.0,1.0,1,1.189,1-3 Years (Mid-Tenure),0
1891,Corporate Strategy,Associate,Associate - Corporate Strategy,60894.56,5,0.28,25,Male,African American,2026-05-04,,8.0,8.0,6.0,0,1.078,0-1 Year (Onboarding),0
3990,Corporate Strategy,Associate,Associate - Corporate Strategy,56981.13,5,4.76,40,Male,Caucasian,2021-11-11,,4.0,3.0,2.0,0,1.009,3+ Years (Tenured),1
2021,Corporate Strategy,Associate,Associate - Corporate Strategy,48814.26,4,3.89,44,Other,Asian,2022-09-26,,1.0,4.0,7.0,0,0.864,3+ Years (Tenured),1
1828,Corporate Strategy,Associate,Associate - Corporate Strategy,72712.7,4,4.9,57,Other,African American,2021-09-22,,4.0,3.0,1.0,0,1.287,3+ Years (Tenured),1
3849,Corporate Strategy,Associate,Associate - Corporate Strategy,41700.4,3,4.44,47,Non-Binary,Caucasian,2022-03-10,,2.0,5.0,6.0,0,0.738,3+ Years (Tenured),0
860,Corporate Strategy,Associate,Associate - Corporate Strategy,53348.4,3,1.26,35,Female,African American,2022-07-23,2023-10-27,6.0,5.0,5.0,1,0.944,1-3 Years (Mid-Tenure),0
2018,Corporate Strategy,Associate,Associate - Corporate Strategy,62873.31,3,0.28,28,Other,Caucasian,2024-08-02,2024-11-13,6.0,5.0,5.0,1,1.113,0-1 Year (Onboarding),0
285,Corporate Strategy,Associate,Associate - Corporate Strategy,56016.55,2,2.19,41,Other,Asian,2024-06-05,,7.0,9.0,4.0,0,0.992,1-3 Years (Mid-Tenure),0
279,Corporate Strategy,Associate,Associate - Corporate Strategy,42121.07,3,2.99,51,Male,Caucasian,2023-08-20,,1.0,5.0,2.0,0,0.746,1-3 Years (Mid-Tenure),0
2101,Corporate Strategy,Associate,Associate - Corporate Strategy,65631.92,3,0.98,29,Female,Two or More,2021-08-23,2022-08-16,6.0,5.0,5.0,1,1.162,0-1 Year (Onboarding),0
3249,Corporate Strategy,Associate,Associate - Corporate Strategy,49620.62,3,3.87,34,Non-Binary,African American,2022-10-03,,5.0,9.0,8.0,0,0.878,3+ Years (Tenured),0
3175,Corporate Strategy,Associate,Associate - Corporate Strategy,46147.51,4,2.63,53,Non-Binary,Hispanic,2023-12-30,,8.0,3.0,3.0,0,0.817,1-3 Years (Mid-Tenure),0
3925,Corporate Strategy,Associate,Associate - Corporate Strategy,50542.3,3,0.84,34,Female,Two or More,2025-10-11,,1.0,1.0,2.0,0,0.895,0-1 Year (Onboarding),0
1596,Corporate Strategy,Associate,Associate - Corporate Strategy,66239.12,4,0.29,45,Non-Binary,Asian,2026-04-30,,9.99,7.0,5.0,0,1.173,0-1 Year (Onboarding),0
1634,Corporate Strategy,Associate,Associate - Corporate Strategy,73903.34,2,1.07,47,Other,Caucasian,2025-07-20,,6.0,5.0,6.0,0,1.308,1-3 Years (Mid-Tenure),0
3946,Corporate Strategy,Associate,Associate - Corporate Strategy,43220.3,4,2.99,48,Other,Caucasian,2023-08-19,,3.0,2.0,5.0,0,0.765,1-3 Years (Mid-Tenure),1
532,Corporate Strategy,Associate,Associate - Corporate Strategy,60010.83,3,1.25,39,Non-Binary,African American,2025-05-15,,2.0,2.0,4.0,0,1.062,1-3 Years (Mid-Tenure),0
94,Corporate Strategy,Associate,Associate - Corporate Strategy,52021.31,1,0.85,48,Non-Binary,Hispanic,2025-10-10,,6.0,5.0,5.0,0,0.921,0-1 Year (Onboarding),0
4452,Corporate Strategy,Associate,Associate - Corporate Strategy,53869.81,5,0.07,46,Female,Caucasian,2026-07-21,,6.0,5.0,5.0,0,0.954,0-1 Year (Onboarding),0
814,Corporate Strategy,Associate,Associate - Corporate Strategy,41004.17,3,2.17,45,Other,Asian,2024-06-13,,9.99,9.0,8.0,0,0.726,1-3 Years (Mid-Tenure),0
4073,Corporate Strategy,Associate,Associate - Corporate Strategy,66233.73,3,1.46,43,Non-Binary,African American,2025-03-01,,8.0,9.99,4.0,0,1.173,1-3 Years (Mid-Tenure),0
3198,Corporate Strategy,Associate,Associate - Corporate Strategy,72428.75,3,0.45,51,Male,African American,2023-05-17,2023-10-28,6.0,5.0,5.0,1,1.282,0-1 Year (Onboarding),0
286,Corporate Strategy,Associate,Associate - Corporate Strategy,42608.49,2,1.06,38,Female,Hispanic,2025-07-25,,9.99,4.0,8.0,0,0.754,1-3 Years (Mid-Tenure),0
3913,Corporate Strategy,Associate,Associate - Corporate Strategy,56827.7,2,2.81,52,Other,Asian,2023-10-26,,2.0,2.0,9.0,0,1.006,1-3 Years (Mid-Tenure),0
3230,Corporate Strategy,Associate,Associate - Corporate Strategy,69797.04,4,3.21,36,Non-Binary,African American,2023-06-02,,6.0,5.0,1.0,0,1.236,3+ Years (Tenured),0
1847,Corporate Strategy,Associate,Associate - Corporate Strategy,51794.5,3,3.31,55,Non-Binary,Caucasian,2023-04-25,,7.0,7.0,5.0,0,0.917,3+ Years (Tenured),0
1657,Corporate Strategy,Associate,Associate - Corporate Strategy,72406.19,5,3.35,41,Male,Caucasian,2023-04-12,,9.0,9.99,9.0,0,1.282,3+ Years (Tenured),0
610,Corporate Strategy,Associate,Associate - Corporate Strategy,52999.87,5,1.25,45,Female,African American,2025-05-15,,5.0,5.0,4.0,0,0.938,1-3 Years (Mid-Tenure),0
1655,Corporate Strategy,Associate,Associate - Corporate Strategy,52982.89,5,3.98,31,Male,African American,2022-08-24,,1.0,4.0,1.0,0,0.938,3+ Years (Tenured),1
4028,Corporate Strategy,Associate,Associate - Corporate Strategy,50902.83,4,4.4,54,Other,Hispanic,2022-03-24,,5.0,8.0,4.0,0,0.901,3+ Years (Tenured),0
4001,Corporate Strategy,Associate,Associate - Corporate Strategy,68016.29,3,0.91,66,Non-Binary,Hispanic,2023-01-29,2023-12-26,6.0,5.0,5.0,1,1.204,0-1 Year (Onboarding),0
3844,Corporate Strategy,Associate,Associate - Corporate Strategy,57280.18,3,2.38,35,Other,Hispanic,2024-03-30,,3.0,1.0,7.0,0,1.014,1-3 Years (Mid-Tenure),0
4029,Corporate Strategy,Associate,Associate - Corporate Strategy,74657.95,5,0.63,42,Male,African American,2025-12-28,,8.0,4.0,9.99,0,1.322,0-1 Year (Onboarding),0
3186,Corporate Strategy,Associate,Associate - Corporate Strategy,46828.46,2,3.44,42,Other,Two or More,2023-03-07,,6.0,4.0,5.0,0,0.829,3+ Years (Tenured),0
3090,Corporate Strategy,Associate,Associate - Corporate Strategy,40474.9,3,0.66,42,Male,Caucasian,2025-02-21,2025-10-19,1.0,1.0,3.0,1,0.717,0-1 Year (Onboarding),0
4353,Corporate Strategy,Associate,Associate - Corporate Strategy,41178.99,5,4.32,29,Other,Two or More,2022-04-23,,8.0,7.0,4.0,0,0.729,3+ Years (Tenured),0
717,Corporate Strategy,Associate,Associate - Corporate Strategy,72325.83,3,4.25,57,Other,Caucasian,2022-05-17,,9.0,3.0,4.0,0,1.28,3+ Years (Tenured),0
2896,Corporate Strategy,Associate,Associate - Corporate Strategy,63998.49,4,1.67,41,Other,Asian,2024-12-12,,4.0,3.0,3.0,0,1.133,1-3 Years (Mid-Tenure),1
1252,Corporate Strategy,Associate,Associate - Corporate Strategy,43312.14,3,4.99,43,Non-Binary,Hispanic,2021-08-19,,5.0,7.0,1.0,0,0.767,3+ Years (Tenured),0
2895,Corporate Strategy,Associate,Associate - Corporate Strategy,53012.37,3,3.35,22,Other,Hispanic,2023-04-09,,8.0,5.0,9.99,0,0.938,3+ Years (Tenured),0
3368,Corporate Strategy,Associate,Associate - Corporate Strategy,53237.97,4,4.32,21,Other,Asian,2022-04-22,,7.0,9.99,6.0,0,0.942,3+ Years (Tenured),0
729,Corporate Strategy,Associate,Associate - Corporate Strategy,68491.96,2,0.87,31,Other,Asian,2024-07-10,2025-05-22,3.0,5.0,4.0,1,1.212,0-1 Year (Onboarding),0
2883,Corporate Strategy,Associate,Associate - Corporate Strategy,74499.54,2,4.19,24,Female,African American,2022-06-09,,3.0,6.0,2.0,0,1.319,3+ Years (Tenured),0
3370,Corporate Strategy,Associate,Associate - Corporate Strategy,40121.07,3,4.64,21,Non-Binary,Asian,2021-12-26,,8.0,9.99,6.0,0,0.71,3+ Years (Tenured),0
2574,Corporate Strategy,Associate,Associate - Corporate Strategy,68456.47,5,1.93,45,Female,Asian,2024-09-09,,4.0,8.0,1.0,0,1.212,1-3 Years (Mid-Tenure),1
2899,Corporate Strategy,Associate,Associate - Corporate Strategy,40541.18,2,2.03,65,Female,Hispanic,2024-08-03,,7.0,5.0,8.0,0,0.718,1-3 Years (Mid-Tenure),0
2881,Corporate Strategy,Associate,Associate - Corporate Strategy,55229.56,4,3.91,34,Non-Binary,Asian,2022-09-19,,6.0,1.0,9.0,0,0.978,3+ Years (Tenured),0
3543,Corporate Strategy,Associate,Associate - Corporate Strategy,74646.9,3,4.46,38,Non-Binary,Asian,2022-03-02,,7.0,5.0,4.0,0,1.321,3+ Years (Tenured),0
1204,Corporate Strategy,Associate,Associate - Corporate Strategy,46892.51,3,1.08,41,Female,Caucasian,2023-10-05,2024-11-04,6.0,8.0,6.0,1,0.83,1-3 Years (Mid-Tenure),0
3534,Corporate Strategy,Associate,Associate - Corporate Strategy,67221.79,4,1.62,39,Other,African American,2024-12-31,,9.0,6.0,4.0,0,1.19,1-3 Years (Mid-Tenure),0
1201,Corporate Strategy,Associate,Associate - Corporate Strategy,72183.75,3,0.75,30,Other,Hispanic,2025-11-16,,9.99,8.0,9.99,0,1.278,0-1 Year (Onboarding),0
1200,Corporate Strategy,Associate,Associate - Corporate Strategy,64095.96,4,1.52,40,Female,Hispanic,2023-11-12,2025-05-18,1.0,1.0,4.0,1,1.135,1-3 Years (Mid-Tenure),1
2588,Corporate Strategy,Associate,Associate - Corporate Strategy,53746.37,3,1.53,22,Male,Hispanic,2024-08-03,2026-02-13,6.0,2.0,4.0,1,0.951,1-3 Years (Mid-Tenure),0
4258,Corporate Strategy,Associate,Associate - Corporate Strategy,61477.29,4,4.36,45,Non-Binary,Caucasian,2022-04-07,,4.0,9.99,8.0,0,1.088,3+ Years (Tenured),1
2596,Corporate Strategy,Associate,Associate - Corporate Strategy,61509.26,4,1.9,41,,African American,2024-09-19,,8.0,9.99,9.99,0,1.089,1-3 Years (Mid-Tenure),0
4360,Corporate Strategy,Associate,Associate - Corporate Strategy,71091.69,3,2.17,40,Female,Two or More,2024-06-13,,3.0,1.0,5.0,0,1.259,1-3 Years (Mid-Tenure),0
3614,Corporate Strategy,Associate,Associate - Corporate Strategy,49688.69,3,0.21,44,Female,Caucasian,2026-06-01,,9.99,5.0,9.99,0,0.88,0-1 Year (Onboarding),0
4207,Corporate Strategy,Associate,Associate - Corporate Strategy,58987.35,3,1.04,65,Other,Asian,2025-03-13,2026-03-29,4.0,3.0,9.0,1,1.044,1-3 Years (Mid-Tenure),0
711,Corporate Strategy,Associate,Associate - Corporate Strategy,60844.18,3,1.72,44,Male,Two or More,2024-11-24,,9.99,7.0,2.0,0,1.077,1-3 Years (Mid-Tenure),0
2471,Corporate Strategy,Associate,Associate - Corporate Strategy,48877.26,3,1.61,25,Male,Two or More,2025-01-03,,4.0,5.0,2.0,0,0.865,1-3 Years (Mid-Tenure),0
4364,Corporate Strategy,Associate,Associate - Corporate Strategy,51195.75,3,3.25,30,Non-Binary,Caucasian,2023-05-17,,8.0,4.0,9.99,0,0.906,3+ Years (Tenured),0
180,Corporate Strategy,Associate,Associate - Corporate Strategy,67164.49,2,0.19,29,Other,Two or More,2026-06-05,,5.0,4.0,1.0,0,1.189,0-1 Year (Onboarding),0
1010,Corporate Strategy,Associate,Associate - Corporate Strategy,40764.97,5,0.09,37,Female,Hispanic,2026-07-12,,6.0,5.0,5.0,0,0.722,0-1 Year (Onboarding),0
2480,Corporate Strategy,Associate,Associate - Corporate Strategy,62081.04,4,2.8,32,Non-Binary,Two or More,2023-10-28,,5.0,2.0,4.0,0,1.099,1-3 Years (Mid-Tenure),0
2485,Corporate Strategy,Associate,Associate - Corporate Strategy,46909.88,3,2.42,51,Other,Caucasian,2024-03-14,,9.0,9.99,5.0,0,0.83,1-3 Years (Mid-Tenure),0
4259,Corporate Strategy,Associate,Associate - Corporate Strategy,53043.46,2,3.5,40,Female,Hispanic,2023-02-14,,6.0,4.0,7.0,0,0.939,3+ Years (Tenured),0
1267,Corporate Strategy,Associate,Associate - Corporate Strategy,59455.71,2,3.43,46,Male,Two or More,2022-05-07,2025-10-10,2.0,6.0,2.0,0,1.053,3+ Years (Tenured),0
4221,Corporate Strategy,Associate,Associate - Corporate Strategy,48598.51,4,3.48,54,Male,Two or More,2023-02-20,,9.0,7.0,3.0,0,0.86,3+ Years (Tenured),0
4357,Corporate Strategy,Associate,Associate - Corporate Strategy,73879.62,4,4.79,25,Non-Binary,Asian,2021-10-31,,3.0,4.0,7.0,0,1.308,3+ Years (Tenured),1
2504,Corporate Strategy,Associate,Associate - Corporate Strategy,61391.6,4,0.83,42,Other,Hispanic,2024-10-29,2025-08-28,8.0,5.0,5.0,1,1.087,0-1 Year (Onboarding),0
2507,Corporate Strategy,Associate,Associate - Corporate Strategy,45572.51,3,3.72,34,Female,Two or More,2022-11-28,,3.0,5.0,3.0,0,0.807,3+ Years (Tenured),0
3575,Corporate Strategy,Associate,Associate - Corporate Strategy,70780.43,4,1.41,21,Other,Asian,2025-03-17,,4.0,6.0,2.0,0,1.253,1-3 Years (Mid-Tenure),1
26,Corporate Strategy,Associate,Associate - Corporate Strategy,57436.81,3,2.18,30,Non-Binary,,2023-03-27,2025-06-01,5.0,1.0,8.0,1,1.017,1-3 Years (Mid-Tenure),0
3570,Corporate Strategy,Associate,Associate - Corporate Strategy,69571.0,5,4.82,46,Female,Caucasian,2021-10-19,,8.0,8.0,8.0,0,1.232,3+ Years (Tenured),0
1116,Corporate Strategy,Associate,Associate - Corporate Strategy,48364.97,3,3.47,50,Non-Binary,Caucasian,2023-02-26,,4.0,6.0,5.0,0,0.856,3+ Years (Tenured),0
1155,Corporate Strategy,Associate,Associate - Corporate Strategy,43628.03,5,1.99,21,Male,African American,2024-08-20,,9.99,7.0,9.99,0,0.772,1-3 Years (Mid-Tenure),0
2693,Corporate Strategy,Associate,Associate - Corporate Strategy,73550.49,5,2.13,43,,Caucasian,2024-06-28,,8.0,9.99,3.0,0,1.302,1-3 Years (Mid-Tenure),0
1153,Corporate Strategy,Associate,Associate - Corporate Strategy,43658.66,5,0.23,38,Female,Asian,2026-05-22,,3.0,3.0,1.0,0,0.773,0-1 Year (Onboarding),1
1139,Corporate Strategy,Associate,Associate - Corporate Strategy,42410.62,2,3.25,46,Other,Asian,2023-05-16,,6.0,3.0,9.99,0,0.751,3+ Years (Tenured),0
1137,Corporate Strategy,Associate,Associate - Corporate Strategy,74730.59,3,3.31,58,Non-Binary,Asian,2023-04-26,,5.0,7.0,5.0,0,1.323,3+ Years (Tenured),0
1131,Corporate Strategy,Associate,Associate - Corporate Strategy,61691.29,4,3.45,25,Non-Binary,African American,2023-03-03,,6.0,4.0,7.0,0,1.092,3+ Years (Tenured),0
31,Corporate Strategy,Associate,Associate - Corporate Strategy,59956.36,3,2.72,59,Male,Hispanic,2023-11-28,,9.99,7.0,9.99,0,1.061,1-3 Years (Mid-Tenure),0
3458,Corporate Strategy,Associate,Associate - Corporate Strategy,70915.57,4,4.94,35,Non-Binary,Hispanic,2021-09-06,,5.0,9.99,3.0,0,1.255,3+ Years (Tenured),0
3453,Corporate Strategy,Associate,Associate - Corporate Strategy,44779.91,3,0.3,36,Female,African American,2026-04-29,,6.0,5.0,5.0,0,0.793,0-1 Year (Onboarding),0
2830,Corporate Strategy,Associate,Associate - Corporate Strategy,56742.59,3,1.94,54,Male,Caucasian,2024-02-22,2026-01-31,9.99,2.0,3.0,1,1.004,1-3 Years (Mid-Tenure),0
4328,Corporate Strategy,Associate,Associate - Corporate Strategy,41381.05,3,0.94,44,Other,Caucasian,2025-09-07,,8.0,3.0,1.0,0,0.733,0-1 Year (Onboarding),0
4302,Corporate Strategy,Associate,Associate - Corporate Strategy,73282.93,5,0.34,42,Other,Caucasian,2026-04-13,,6.0,5.0,5.0,0,1.297,0-1 Year (Onboarding),0
752,Corporate Strategy,Associate,Associate - Corporate Strategy,41843.69,3,2.02,40,Non-Binary,Two or More,2024-08-07,,6.0,9.99,2.0,0,0.741,1-3 Years (Mid-Tenure),0
2744,Corporate Strategy,Associate,Associate - Corporate Strategy,54602.38,3,3.65,27,Male,Two or More,2022-12-20,,6.0,4.0,3.0,0,0.967,3+ Years (Tenured),0
4318,Corporate Strategy,Associate,Associate - Corporate Strategy,47393.02,2,4.03,38,Non-Binary,Hispanic,2022-08-04,,2.0,3.0,5.0,0,0.839,3+ Years (Tenured),0
2753,Corporate Strategy,Associate,Associate - Corporate Strategy,66947.83,4,1.04,43,Non-Binary,Two or More,2025-06-06,2026-06-22,7.0,5.0,7.0,1,1.185,1-3 Years (Mid-Tenure),0
1091,Corporate Strategy,Associate,Associate - Corporate Strategy,57767.33,4,2.15,37,Female,Asian,2024-06-23,,6.0,9.99,7.0,0,1.023,1-3 Years (Mid-Tenure),0
2786,Corporate Strategy,Associate,Associate - Corporate Strategy,40741.91,3,3.45,39,Female,,2023-03-05,,5.0,1.0,4.0,0,0.721,3+ Years (Tenured),0
4317,Corporate Strategy,Associate,Associate - Corporate Strategy,64681.5,3,1.54,42,Other,Hispanic,2025-01-31,,6.0,8.0,9.99,0,1.145,1-3 Years (Mid-Tenure),0
