survey_id	employee_id	survey_date	engagement_score	manager_satisfaction	work_life_balance_score	eNPS_category
NULL	4088	2024-01-31	6	8	7	Passive
NULL	4088	2024-04-30	10	10	7	Promoter
NULL	4088	2025-01-31	10	6	10	Promoter
NULL	4088	2025-04-30	9	9	7	Promoter
NULL	4088	07/31/2025	10	10	5	Promoter
NULL	4088	2025-10-31	10	10	8	Promoter
NULL	4088	2026-01-31	9	6	10	Passive
NULL	4088	2026-04-30	10	10	9	Passive
NULL	4089	2024-01-31	6	6	7	Detractor
NULL	4089	2024-10-31	3	5	9	Detractor
NULL	4089	2025-01-31	3	1	2	Detractor
NULL	4089	2025-04-30	8	5	10	Passive
NULL	4089	2025-07-31	6	6	3	Detractor
NULL	4089	2025-10-31	10	5	9	Promoter
NULL	4089	2026-04-30	9	5	5	Promoter
NULL	4089	2026-07-31	6	5	4	Detractor
NULL	4090	2026-04-30	6	9	3	Passive
NULL	4090	2026-07-31	10	NULL	3	Passive
NULL	4092	2024-07-31	8	8	2	Promoter
NULL	4092	2024-10-31	3	7	1	Detractor
NULL	4092	2025-01-31	7	6	5	Passive
NULL	4092	2025-04-30	3	7	10	Passive
NULL	4093	2024-04-30	8	10	9	Passive
NULL	4093	2024-07-31	9	10	5	Promoter
NULL	4093	2024-10-31	9	8	9	Promoter
NULL	4093	2025-01-31	9	8	5	Promoter
NULL	4093	2025-07-31	6	8	10	Detractor
NULL	4094	2025-10-31	2	4	1	Detractor
NULL	4094	2026-01-31	4	4	1	Detractor
NULL	4094	2026-04-30	4	2	6	Detractor
NULL	4094	2026-07-31	1	1	4	Detractor
NULL	4095	2024-10-31	4	7	7	Passive
NULL	4095	2025-01-31	9	1	10	Promoter
NULL	4095	2025-07-31	6	7	8	Detractor
NULL	4095	2025-10-31	8	9	7	Passive
NULL	4095	2026-04-30	8	9	6	Promoter
NULL	4095	2026-07-31	7	6	6	Promoter
NULL	4096	2024-04-30	6	2	3	Detractor
NULL	4096	2024-07-31	6	5	8	Promoter
NULL	4096	2024-10-31	5	7	5	Detractor
NULL	4096	2025-01-31	5	7	5	Detractor
NULL	4096	2025-04-30	3	7	6	Detractor
NULL	4096	2025-10-31	3	10	5	Passive
NULL	4096	2026-01-31	8	5	10	Promoter
NULL	4096	2026-07-31	6	7	2	Detractor
NULL	4097	2024-01-31	6	6	9	Detractor
NULL	4097	2024-04-30	10	6	2	Promoter
NULL	4097	2024-07-31	6	5	6	Detractor
NULL	4097	2024-10-31	5	6	6	Passive
NULL	4097	2025-01-31	6	6	7	Passive
NULL	4097	2025-07-31	4	9	4	Detractor
NULL	4097	2025-10-31	6	3	2	Detractor
NULL	4097	2026-01-31	4	NULL	10	Detractor
NULL	4097	2026-04-30	8	5	5	Passive
NULL	4097	2026-07-31	6	4	4	Detractor
NULL	4098	2026-07-31	8	8	9	Promoter
NULL	4099	2024-01-31	6	3	5	Passive
NULL	4099	2024-04-30	6	6	3	Detractor
NULL	4099	2024-07-31	2	4	3	Detractor
NULL	4099	2024-10-31	4	2	5	Detractor
NULL	4099	2025-01-31	5	6	6	Promoter
NULL	4099	2025-04-30	4	3	4	Detractor
NULL	4099	2025-07-31	7	2	9	Promoter
NULL	4099	2025-10-31	7	5	4	Passive
NULL	4099	2026-01-31	2	6	1	Detractor
NULL	4099	2026-04-30	5	2	7	Passive
NULL	4099	2026-07-31	6	6	5	Detractor
NULL	4100	2024-01-31	3	1	1	Passive
NULL	4100	2024-04-30	3	3	1	Detractor
NULL	4100	2024-07-31	3	3	6	Detractor
NULL	4100	2026-01-31	3	3	1	Passive
NULL	4101	2026-07-31	4	4	NULL	Passive
NULL	4102	2024-04-30	9	6	6	Promoter
NULL	4102	2024-07-31	10	10	3	Promoter
NULL	4102	2024-10-31	10	8	10	Promoter
NULL	4102	2025-01-31	10	8	6	Promoter
NULL	4102	2025-04-30	9	9	9	Promoter
NULL	4102	2025-07-31	10	10	4	Promoter
NULL	4102	2025-10-31	10	10	8	Promoter
NULL	4102	2026-01-31	10	10	6	Promoter
NULL	4102	07/31/2026	7	10	6	Promoter
NULL	4103	2024-10-31	8	4	1	Passive
NULL	4103	2025-04-30	5	6	4	Passive
NULL	4103	2025-07-31	5	2	4	Passive
NULL	4103	2026-01-31	5	4	2	Passive
NULL	4103	2026-04-30	4	3	5	Passive
NULL	4103	2026-07-31	5	6	1	Detractor
NULL	4104	2026-07-31	4	7	7	Detractor
NULL	4105	2024-10-31	5	6	8	Detractor
NULL	4105	2025-01-31	4	9	8	Passive
NULL	4105	2025-10-31	7	7	5	Detractor
NULL	4105	2026-01-31	9	9	7	Promoter
NULL	4105	2026-07-31	8	5	3	Passive
NULL	4106	01/31/2024	2	4	1	Passive
NULL	4106	2024-04-30	3	1	1	Detractor
NULL	4106	2024-07-31	1	4	1	Detractor
NULL	4106	2024-10-31	6	3	8	Passive
NULL	4106	2025-01-31	2	1	2	Passive
NULL	4106	2025-04-30	1	2	4	Passive
NULL	4106	2025-07-31	4	4	1	Detractor
NULL	4106	2026-07-31	4	2	5	Detractor
NULL	4107	2024-10-31	5	1	2	Detractor
NULL	4107	2025-01-31	2	2	1	Detractor
NULL	4107	2025-07-31	4	2	NULL	Detractor
NULL	4107	2025-10-31	1	3	6	Detractor
NULL	4107	2026-01-31	2	3	3	Promoter
NULL	4107	2026-07-31	1	2	2	Detractor
NULL	4108	2024-01-31	8	9	8	Passive
NULL	4108	2024-04-30	4	6	6	Detractor
NULL	4108	2024-07-31	8	6	8	Passive
NULL	4108	2025-01-31	8	10	7	Passive
NULL	4108	2025-04-30	9	7	8	Promoter
NULL	4108	2025-07-31	9	8	4	Promoter
NULL	4108	2026-04-30	8	10	8	Detractor
NULL	4108	2026-07-31	8	8	5	Promoter
NULL	4109	2024-04-30	9	7	6	Promoter
NULL	4109	2024-07-31	9	10	10	Promoter
NULL	4109	2025-01-31	9	10	7	Passive
NULL	4109	2025-07-31	10	7	5	Promoter
NULL	4109	2025-10-31	7	8	9	Detractor
NULL	4109	2026-01-31	6	5	7	Passive
NULL	4109	2026-04-30	9	10	7	Promoter
NULL	4109	2026-07-31	8	9	7	Passive
NULL	4110	2024-01-31	1	3	1	Detractor
NULL	4110	2024-04-30	4	1	3	Detractor
NULL	4110	2024-10-31	3	4	5	Detractor
NULL	4110	2025-01-31	4	2	4	Detractor
NULL	4110	2025-04-30	6	4	3	Detractor
NULL	4110	2025-10-31	5	8	7	Passive
NULL	4110	2026-01-31	1	3	4	Detractor
NULL	4110	2026-04-30	2	1	3	Promoter
NULL	4110	2026-07-31	3	2	1	Promoter
NULL	4111	2025-10-31	4	3	5	Passive
NULL	4111	2026-04-30	1	1	5	Detractor
NULL	4112	2024-01-31	9	6	8	Passive
NULL	4112	2024-04-30	8	8	3	Passive
NULL	4113	2026-07-31	10	7	10	Passive
NULL	4114	2024-10-31	8	10	5	Passive
NULL	4114	2025-01-31	8	10	NULL	Passive
NULL	4114	2025-04-30	8	7	6	Passive
NULL	4114	2025-10-31	7	6	7	Passive
NULL	4114	2026-01-31	6	10	6	Passive
NULL	4114	2026-04-30	7	7	5	Promoter
NULL	4114	2026-07-31	7	7	6	Passive
NULL	4115	2025-07-31	10	9	6	Promoter
NULL	4115	2026-01-31	10	10	5	Promoter
NULL	4115	2026-04-30	8	9	10	Passive
NULL	4115	2026-07-31	10	8	8	Promoter
NULL	4116	2024-01-31	5	5	6	Passive
NULL	4116	2024-04-30	8	NULL	6	Detractor
NULL	4116	2024-07-31	4	10	6	Detractor
NULL	4116	2025-01-31	3	5	1	Detractor
NULL	4116	2025-04-30	4	5	1	Detractor
NULL	4116	2025-07-31	4	2	3	Detractor
NULL	4116	2025-10-31	9	6	5	Promoter
NULL	4116	2026-01-31	5	6	NULL	Detractor
NULL	4116	2026-04-30	6	1	5	Detractor
NULL	4116	2026-07-31	4	7	5	Detractor
NULL	4117	2026-07-31	6	9	7	Detractor
NULL	4118	2024-04-30	4	6	4	Detractor
NULL	4118	2024-10-31	3	6	5	Passive
NULL	4118	2025-01-31	5	2	5	Detractor
NULL	4118	2025-04-30	6	6	5	Detractor
NULL	4118	2025-07-31	6	1	5	Detractor
NULL	4118	2025-10-31	6	6	4	Passive
NULL	4118	2026-01-31	9	3	5	Promoter
NULL	4118	2026-04-30	8	7	3	Passive
NULL	4118	2026-07-31	5	8	NULL	Detractor
NULL	4119	2024-01-31	8	6	5	Promoter
NULL	4119	2024-07-31	7	3	10	Passive
NULL	4119	2024-10-31	5	3	1	Detractor
NULL	4119	2025-01-31	3	5	9	Detractor
NULL	4119	2025-04-30	10	4	9	Promoter
NULL	4119	2025-07-31	8	4	1	Passive
NULL	4120	2024-01-31	1	2	3	Detractor
NULL	4120	2024-04-30	1	1	3	Detractor
NULL	4120	2024-07-31	1	1	1	Detractor
NULL	4120	2024-10-31	1	1	4	Detractor
NULL	4120	2025-01-31	4	1	1	Detractor
NULL	4120	2025-04-30	4	5	1	Detractor
NULL	4120	2025-07-31	1	3	1	Detractor
NULL	4120	2025-10-31	1	2	1	Passive
NULL	4120	2026-01-31	1	2	3	Detractor
NULL	4120	2026-04-30	2	1	10	Detractor
NULL	4121	2024-07-31	5	3	1	Detractor
NULL	4121	2024-10-31	5	4	8	Passive
NULL	4121	2025-01-31	5	6	1	Detractor
NULL	4121	2025-04-30	4	4	4	Detractor
NULL	4121	2025-10-31	7	4	10	Promoter
NULL	4121	2026-04-30	7	3	7	Promoter
NULL	4121	2026-07-31	3	7	2	Passive
NULL	4122	2024-01-31	7	5	6	Passive
NULL	4122	2024-04-30	8	5	8	Passive
NULL	4122	2024-10-31	5	8	10	Detractor
NULL	4122	2025-01-31	8	7	NULL	Passive
NULL	4122	2025-04-30	8	7	6	Passive
NULL	4122	07/31/2025	6	10	4	Promoter
NULL	4122	2025-10-31	10	5	2	Detractor
NULL	4122	2026-01-31	9	3	5	Promoter
NULL	4122	2026-04-30	5	8	4	Detractor
NULL	4122	2026-07-31	6	6	2	Detractor
NULL	4123	2026-04-30	9	6	5	Promoter
NULL	4123	2026-07-31	10	7	10	Promoter
NULL	4124	01/31/2025	6	10	9	Detractor
NULL	4124	2025-04-30	10	NULL	8	Promoter
NULL	4124	2025-07-31	10	8	9	Promoter
NULL	4124	2025-10-31	8	10	6	Passive
NULL	4124	2026-01-31	10	9	10	Passive
NULL	4124	2026-04-30	8	9	10	Passive
NULL	4124	2026-07-31	10	9	6	Passive
NULL	4125	2024-10-31	3	3	1	Detractor
NULL	4125	2025-04-30	2	1	4	Passive
NULL	4125	2025-07-31	1	1	1	Detractor
NULL	4125	2025-10-31	3	3	1	Detractor
NULL	4125	2026-01-31	2	4	1	Detractor
NULL	4125	2026-04-30	2	4	5	Passive
NULL	4126	2024-04-30	9	3	2	Detractor
NULL	4126	2024-10-31	8	7	8	Promoter
NULL	4126	2025-01-31	9	3	9	Promoter
NULL	4126	2025-04-30	9	3	6	Promoter
NULL	4126	2025-07-31	3	3	8	Detractor
NULL	4126	2025-10-31	6	6	5	Detractor
NULL	4126	2026-01-31	7	8	6	Passive
NULL	4126	2026-07-31	7	4	5	Passive
NULL	4127	2024-01-31	1	5	NULL	Detractor
NULL	4127	2024-04-30	2	3	3	Passive
NULL	4127	2024-07-31	7	3	1	Promoter
NULL	4127	2024-10-31	5	3	4	Detractor
NULL	4127	2025-01-31	7	1	3	Detractor
NULL	4127	2025-04-30	3	3	2	Detractor
NULL	4127	2025-07-31	5	4	5	Passive
NULL	4127	2025-10-31	4	1	1	Detractor
NULL	4127	2026-01-31	6	3	4	Detractor
NULL	4127	2026-04-30	6	5	1	Passive
NULL	4127	07/31/2026	3	2	3	Detractor
NULL	4128	2026-01-31	5	7	1	Detractor
NULL	4128	2026-04-30	7	1	2	Promoter
NULL	4128	2026-07-31	2	7	9	Detractor
NULL	4129	2024-04-30	7	6	7	Passive
NULL	4129	2024-07-31	9	8	4	Promoter
NULL	4129	10/31/2024	4	6	8	Detractor
NULL	4129	2025-01-31	5	7	7	Detractor
NULL	4129	2026-07-31	9	6	10	Promoter
NULL	4131	2024-01-31	7	4	4	Promoter
NULL	4131	2024-04-30	7	6	6	Passive
NULL	4131	2024-07-31	3	2	2	Detractor
NULL	4131	2025-01-31	7	6	6	Promoter
NULL	4131	2025-04-30	7	6	7	Promoter
NULL	4131	2025-07-31	5	5	2	Detractor
NULL	4131	2025-10-31	3	3	3	Passive
NULL	4131	2026-01-31	3	7	4	Detractor
NULL	4131	2026-04-30	4	2	2	Passive
NULL	4131	2026-07-31	7	3	4	Passive
NULL	4132	2024-01-31	5	8	5	Passive
NULL	4132	2024-04-30	7	7	2	Passive
NULL	4132	2024-07-31	8	8	7	Passive
NULL	4132	2025-01-31	6	3	9	Detractor
NULL	4132	2025-07-31	7	8	5	Passive
NULL	4132	2025-10-31	5	7	8	Detractor
NULL	4132	2026-01-31	8	8	3	Promoter
NULL	4132	2026-04-30	10	6	10	Promoter
NULL	4132	2026-07-31	6	6	5	Passive
NULL	4133	2025-07-31	8	6	7	Promoter
NULL	4133	2025-10-31	7	7	5	Detractor
NULL	4133	2026-01-31	9	8	7	Promoter
NULL	4133	2026-04-30	9	9	5	Promoter
NULL	4134	2024-10-31	2	5	8	Detractor
NULL	4134	2025-01-31	7	4	1	Passive
NULL	4134	2025-04-30	4	2	9	Detractor
NULL	4134	2025-07-31	4	5	2	Detractor
NULL	4134	2025-10-31	5	7	4	Detractor
NULL	4134	2026-01-31	1	7	1	Passive
NULL	4134	2026-04-30	3	4	1	Detractor
NULL	4134	2026-07-31	7	3	2	Passive
NULL	4135	2024-01-31	6	8	8	Promoter
NULL	4135	2024-07-31	8	5	7	Detractor
NULL	4135	2024-10-31	7	7	7	Passive
NULL	4135	2025-01-31	10	6	4	Promoter
NULL	4135	2025-07-31	10	7	7	Passive
NULL	4135	2025-10-31	3	6	NULL	Passive
NULL	4135	2026-01-31	8	NULL	5	Passive
NULL	4135	2026-04-30	8	4	9	Promoter
NULL	4135	2026-07-31	10	4	3	Promoter
NULL	4136	2025-04-30	3	7	2	Detractor
NULL	4136	2025-10-31	5	4	7	Detractor
NULL	4136	2026-07-31	5	1	8	Detractor
NULL	4137	2025-01-31	10	10	5	Promoter
NULL	4137	2025-04-30	10	9	9	Promoter
NULL	4137	2026-07-31	10	10	8	Promoter
NULL	4138	2024-04-30	8	6	5	Detractor
NULL	4138	2024-10-31	7	10	8	Passive
NULL	4138	2025-01-31	8	NULL	7	Passive
NULL	4138	2025-04-30	6	6	6	Detractor
NULL	4138	2025-10-31	10	3	6	Passive
NULL	4138	2026-01-31	10	7	4	Promoter
NULL	4138	04/30/2026	8	9	8	Passive
NULL	4138	2026-07-31	9	6	7	Promoter
NULL	4139	2026-04-30	6	5	5	Detractor
NULL	4139	2026-07-31	7	7	2	Promoter
NULL	4140	2026-01-31	6	NULL	2	Detractor
NULL	4140	2026-04-30	1	3	1	Promoter
NULL	4141	2024-04-30	8	6	7	Promoter
NULL	4141	2024-10-31	10	9	5	Passive
NULL	4141	2025-04-30	9	8	10	Promoter
NULL	4141	2026-01-31	9	10	9	Promoter
NULL	4141	2026-04-30	8	8	10	Promoter
NULL	4142	2025-04-30	10	5	NULL	Promoter
NULL	4142	2025-07-31	7	8	5	Detractor
NULL	4142	2025-10-31	10	7	7	Promoter
NULL	4142	2026-01-31	8	6	3	Passive
NULL	4142	2026-04-30	8	8	4	Promoter
NULL	4143	2025-10-31	9	3	1	Promoter
NULL	4143	2026-01-31	5	3	3	Detractor
NULL	4143	07/31/2026	2	NULL	3	Detractor
NULL	4146	2024-04-30	7	10	8	Passive
NULL	4146	2024-07-31	10	9	10	Promoter
NULL	4146	2024-10-31	10	5	10	Promoter
NULL	4146	2025-04-30	8	9	10	Promoter
NULL	4146	2025-07-31	10	9	6	Promoter
NULL	4146	2025-10-31	10	7	10	Promoter
NULL	4146	2026-01-31	8	10	6	Passive
NULL	4146	2026-04-30	10	10	5	Detractor
NULL	4146	2026-07-31	9	10	10	Passive
NULL	4149	2024-01-31	10	10	5	Promoter
NULL	4149	2024-07-31	10	NULL	8	Promoter
NULL	4149	2025-01-31	10	4	10	Promoter
NULL	4149	2025-04-30	9	4	4	Promoter
NULL	4149	2025-10-31	9	10	6	Promoter
NULL	4149	01/31/2026	9	9	6	Promoter
NULL	4150	2026-07-31	6	4	5	Detractor
NULL	4151	2024-01-31	10	9	5	Promoter
NULL	4151	2024-04-30	6	10	7	Detractor
NULL	4151	2024-07-31	8	NULL	3	Passive
NULL	4151	2024-10-31	10	8	6	Promoter
NULL	4151	2025-04-30	8	7	10	Passive
NULL	4151	2025-10-31	8	8	7	Passive
NULL	4151	2026-01-31	8	10	9	Promoter
NULL	4151	2026-04-30	8	10	6	Passive
NULL	4151	2026-07-31	7	10	10	Promoter
NULL	4152	2024-01-31	4	7	8	Detractor
NULL	4152	2024-04-30	4	NULL	5	Detractor
NULL	4152	2024-07-31	6	10	2	Passive
NULL	4152	10/31/2024	6	4	4	Detractor
NULL	4152	2025-07-31	6	4	6	Detractor
NULL	4152	2025-10-31	6	5	3	Detractor
NULL	4152	2026-04-30	8	9	6	Promoter
NULL	4153	2024-01-31	7	5	7	Detractor
NULL	4153	2024-04-30	5	3	7	Detractor
NULL	4153	2024-07-31	7	6	1	Promoter
NULL	4153	2025-01-31	8	4	4	Passive
NULL	4153	2025-07-31	8	6	5	Promoter
NULL	4153	2025-10-31	3	4	6	Detractor
NULL	4153	2026-04-30	6	4	1	Passive
NULL	4155	2024-01-31	3	6	4	Promoter
NULL	4155	2024-04-30	6	2	1	Detractor
NULL	4155	2024-07-31	5	4	1	Detractor
NULL	4155	2025-07-31	4	7	2	Passive
NULL	4155	2025-10-31	3	5	1	Detractor
NULL	4155	2026-01-31	5	2	3	Passive
NULL	4155	2026-04-30	7	5	3	Passive
NULL	4155	2026-07-31	3	3	7	Passive
NULL	4156	2024-01-31	6	7	5	Promoter
NULL	4156	2024-07-31	4	9	2	Detractor
NULL	4156	2024-10-31	10	NULL	2	Promoter
NULL	4156	2025-04-30	9	6	5	Detractor
NULL	4156	2025-07-31	10	7	10	Promoter
NULL	4156	2026-01-31	9	2	9	Detractor
NULL	4156	2026-04-30	6	8	1	Promoter
NULL	4156	2026-07-31	6	6	4	Detractor
NULL	4157	2024-01-31	5	4	NULL	Detractor
NULL	4157	2024-04-30	8	3	4	Promoter
NULL	4157	2024-07-31	8	3	3	Promoter
NULL	4158	2024-07-31	5	6	6	Passive
NULL	4158	2024-10-31	6	4	NULL	Promoter
NULL	4158	2025-04-30	4	6	4	Detractor
NULL	4158	2025-07-31	2	1	4	Passive
NULL	4158	2025-10-31	6	1	3	Detractor
NULL	4158	07/31/2026	5	1	6	Detractor
NULL	4159	2025-07-31	8	4	4	Promoter
NULL	4159	2025-10-31	10	7	3	Promoter
NULL	4159	2026-01-31	10	6	10	Promoter
NULL	4159	2026-04-30	7	6	5	Promoter
NULL	4160	2024-01-31	1	2	1	Detractor
NULL	4160	2024-10-31	1	1	1	Detractor
NULL	4160	2025-01-31	1	1	1	Detractor
NULL	4160	2025-07-31	1	1	2	Detractor
NULL	4160	2025-10-31	2	4	1	Detractor
NULL	4160	2026-04-30	1	3	1	Detractor
NULL	4160	2026-07-31	2	1	3	Passive
NULL	4161	2025-04-30	7	5	8	Promoter
NULL	4161	2025-07-31	7	10	6	Passive
NULL	4161	2025-10-31	9	5	5	Passive
NULL	4161	2026-01-31	9	8	6	Promoter
NULL	4161	2026-04-30	9	6	5	Promoter
NULL	4161	2026-07-31	8	9	8	Promoter
NULL	4162	2025-10-31	1	4	7	Detractor
NULL	4162	2026-07-31	2	NULL	4	Passive
NULL	4164	2024-04-30	6	4	1	Detractor
NULL	4164	2024-07-31	4	NULL	6	Promoter
NULL	4164	2024-10-31	6	6	4	Detractor
NULL	4164	2025-01-31	5	4	2	Detractor
NULL	4164	2025-04-30	5	5	5	Detractor
NULL	4164	2025-07-31	4	5	8	Detractor
NULL	4164	2025-10-31	5	6	6	Passive
NULL	4164	2026-04-30	8	3	9	Passive
NULL	4164	2026-07-31	5	2	5	Detractor
NULL	4165	2025-10-31	10	8	4	Promoter
NULL	4165	2026-01-31	6	4	6	Passive
NULL	4165	2026-04-30	8	6	8	Promoter
NULL	4166	2024-01-31	6	2	NULL	Detractor
NULL	4166	2024-04-30	3	8	5	Detractor
NULL	4166	2025-01-31	5	9	4	Detractor
NULL	4166	2025-04-30	7	4	1	Promoter
NULL	4166	2025-10-31	6	5	1	Detractor
NULL	4166	2026-01-31	4	NULL	6	Detractor
NULL	4166	2026-07-31	3	4	3	Detractor
NULL	4167	2025-10-31	3	1	NULL	Detractor
NULL	4167	2026-01-31	5	2	3	Detractor
NULL	4167	2026-04-30	4	5	9	Passive
NULL	4168	2024-04-30	9	3	10	Promoter
NULL	4168	2024-07-31	4	6	5	Detractor
NULL	4168	2024-10-31	4	5	7	Detractor
NULL	4168	2025-01-31	5	6	5	Detractor
NULL	4168	2025-07-31	6	5	2	Detractor
NULL	4168	2025-10-31	5	3	3	Detractor
NULL	4168	2026-01-31	6	8	8	Detractor
NULL	4168	2026-04-30	9	6	10	Promoter
NULL	4170	2025-10-31	8	4	7	Detractor
NULL	4170	2026-01-31	8	6	10	Passive
NULL	4170	2026-04-30	7	9	6	Passive
NULL	4170	2026-07-31	7	7	3	Detractor
NULL	4171	2026-01-31	6	9	4	Passive
NULL	4171	2026-04-30	10	5	5	Promoter
NULL	4171	2026-07-31	7	NULL	3	Passive
NULL	4172	2024-01-31	5	1	2	Passive
NULL	4172	2024-07-31	3	6	4	Detractor
NULL	4172	2025-01-31	9	1	1	Promoter
NULL	4172	2025-04-30	1	5	5	Detractor
NULL	4172	2025-07-31	3	3	1	Detractor
NULL	4172	2025-10-31	2	8	3	Passive
NULL	4172	2026-01-31	4	7	1	Detractor
NULL	4172	2026-04-30	3	3	5	Detractor
NULL	4172	07/31/2026	4	8	5	Detractor
NULL	4173	2025-04-30	2	3	2	Passive
NULL	4173	2025-07-31	3	1	5	Detractor
NULL	4173	2026-04-30	5	1	2	Detractor
NULL	4173	2026-07-31	3	2	4	Detractor
NULL	4174	2024-01-31	6	7	8	Detractor
NULL	4174	2024-04-30	5	5	2	Detractor
NULL	4174	2024-07-31	4	2	2	Passive
NULL	4174	2025-01-31	2	1	3	Detractor
NULL	4174	2025-04-30	5	6	8	Detractor
NULL	4174	2025-10-31	3	2	1	Detractor
NULL	4174	2026-01-31	6	3	7	Detractor
NULL	4174	04/30/2026	4	1	3	Detractor
NULL	4174	2026-07-31	3	2	5	Passive
NULL	4175	2024-01-31	8	3	5	Passive
NULL	4175	2024-04-30	5	6	5	Detractor
NULL	4175	2024-07-31	3	3	1	Detractor
NULL	4175	2024-10-31	2	4	3	Detractor
NULL	4175	2025-01-31	2	10	2	Detractor
NULL	4175	2025-04-30	6	4	3	Detractor
NULL	4175	2025-07-31	4	4	NULL	Passive
NULL	4175	2026-04-30	3	3	7	Passive
NULL	4175	2026-07-31	1	2	5	Detractor
NULL	4177	2025-07-31	7	5	6	Passive
NULL	4177	2026-01-31	4	5	7	Detractor
NULL	4177	2026-07-31	7	5	5	Promoter
NULL	4178	2024-01-31	7	4	4	Passive
NULL	4178	2024-07-31	7	4	5	Passive
NULL	4178	2024-10-31	6	7	7	Detractor
NULL	4178	2025-01-31	8	9	8	Passive
NULL	4178	2025-04-30	7	8	8	Passive
NULL	4178	2025-07-31	6	8	4	Passive
NULL	4178	2025-10-31	10	6	10	Promoter
NULL	4178	2026-04-30	8	7	8	Promoter
NULL	4178	2026-07-31	6	6	4	Detractor
NULL	4179	10/31/2025	5	4	8	Promoter
NULL	4179	2026-01-31	7	2	9	Passive
NULL	4179	2026-04-30	3	3	6	Detractor
NULL	4179	2026-07-31	3	4	1	Detractor
NULL	4180	2024-04-30	1	1	1	Detractor
NULL	4180	2024-07-31	7	6	3	Passive
NULL	4180	2024-10-31	6	1	1	Detractor
NULL	4180	2025-04-30	5	4	1	Detractor
NULL	4180	2025-07-31	2	1	4	Detractor
NULL	4180	2025-10-31	2	6	7	Detractor
NULL	4180	2026-01-31	3	5	2	Detractor
NULL	4180	2026-04-30	4	2	5	Passive
NULL	4180	2026-07-31	7	4	4	Passive
NULL	4181	2024-01-31	2	3	4	Detractor
NULL	4181	2024-07-31	5	5	6	Detractor
NULL	4181	2024-10-31	4	3	NULL	Detractor
NULL	4181	2025-01-31	3	6	NULL	Detractor
NULL	4181	2025-07-31	4	1	7	Passive
NULL	4181	2025-10-31	7	4	1	Passive
NULL	4181	2026-01-31	4	2	3	Passive
NULL	4181	2026-04-30	8	5	3	Passive
NULL	4181	2026-07-31	3	5	1	Detractor
NULL	4182	2024-01-31	4	NULL	6	Detractor
NULL	4182	2024-04-30	6	2	3	Detractor
NULL	4182	2024-07-31	7	8	10	Promoter
NULL	4182	2024-10-31	4	5	2	Promoter
NULL	4182	2025-04-30	6	3	3	Passive
NULL	4182	2025-07-31	4	4	2	Detractor
NULL	4182	2025-10-31	7	NULL	4	Detractor
NULL	4182	2026-01-31	6	7	NULL	Detractor
NULL	4182	2026-04-30	6	8	3	Detractor
NULL	4182	2026-07-31	6	9	4	Detractor
NULL	4183	2024-01-31	5	8	8	Promoter
NULL	4183	2024-10-31	8	3	7	Promoter
NULL	4183	2025-04-30	7	4	6	Promoter
NULL	4183	2025-10-31	9	4	5	Promoter
NULL	4183	2026-01-31	4	9	7	Detractor
NULL	4183	2026-04-30	4	4	3	Detractor
NULL	4184	2024-07-31	8	10	4	Detractor
NULL	4184	2024-10-31	5	1	NULL	Detractor
NULL	4184	2025-01-31	4	4	4	Detractor
NULL	4184	2025-10-31	5	6	NULL	Detractor
NULL	4184	2026-01-31	3	2	1	Detractor
NULL	4184	2026-04-30	6	8	5	Detractor
NULL	4185	2026-04-30	6	4	7	Detractor
NULL	4185	2026-07-31	5	8	8	Passive
NULL	4186	2024-01-31	6	7	8	Detractor
NULL	4186	2024-04-30	8	5	6	Passive
NULL	4186	2024-07-31	7	6	10	Detractor
NULL	4186	2024-10-31	5	5	3	Passive
NULL	4186	2025-01-31	6	7	8	Detractor
NULL	4186	2025-07-31	5	8	6	Detractor
NULL	4186	2026-01-31	8	10	1	Detractor
NULL	4186	2026-04-30	6	6	6	Detractor
NULL	4186	2026-07-31	7	8	5	Detractor
NULL	4187	2024-01-31	5	6	10	Detractor
NULL	4187	2024-04-30	7	7	4	Passive
NULL	4187	2024-07-31	8	8	9	Promoter
NULL	4188	2026-01-31	4	5	6	Detractor
NULL	4188	2026-04-30	6	4	10	Detractor
NULL	4188	2026-07-31	5	8	6	Passive
NULL	4189	2024-04-30	6	5	8	Detractor
NULL	4189	2024-07-31	6	5	3	Detractor
NULL	4190	2024-04-30	8	7	5	Promoter
NULL	4190	2024-07-31	8	8	4	Promoter
NULL	4190	2024-10-31	6	1	8	Detractor
NULL	4190	2025-01-31	7	6	7	Passive
NULL	4190	2025-07-31	7	7	2	Passive
NULL	4191	2024-01-31	7	9	8	Detractor
NULL	4191	2024-04-30	9	8	9	Promoter
NULL	4191	2024-10-31	7	10	6	Passive
NULL	4191	2025-01-31	8	7	8	Passive
NULL	4191	2025-07-31	9	8	8	Promoter
NULL	4191	2025-10-31	6	4	3	Passive
NULL	4191	2026-01-31	9	6	8	Promoter
NULL	4191	2026-04-30	6	4	4	Detractor
NULL	4191	2026-07-31	8	6	9	Promoter
NULL	4193	2024-01-31	9	7	4	Promoter
NULL	4193	2024-04-30	10	6	5	Detractor
NULL	4193	2024-10-31	9	7	6	Passive
NULL	4193	2025-01-31	10	8	10	Promoter
NULL	4193	2025-10-31	10	9	7	Promoter
NULL	4193	04/30/2026	7	5	8	Passive
NULL	4193	2026-07-31	9	4	9	Promoter
